Orthogroup	gila	anole
OG0007589	ENSACAT00000006469-0	ENSACAT00000006469
OG0007591	augTM-ENSACAT00000006653-0	ENSACAT00000058740
OG0007594	ENSACAT00000014624-1	ENSACAT00000014624
OG0007595	ENSACAT00000014627-0	ENSACAT00000043860
OG0007597	augTM-ENSACAT00000015128-0	ENSACAT00000015128
OG0007598	ENSACAT00000015131-0	ENSACAT00000015131
OG0007603	augTM-ENSACAT00000008158-0	ENSACAT00000008158
OG0007604	augTMR-ENSACAT00000007868-0	ENSACAT00000007868
OG0007605	augTMR-ENSACAT00000007772-0	ENSACAT00000007772
OG0007606	augTM-ENSACAT00000007297-0	ENSACAT00000007297
OG0007607	augTM-ENSACAT00000030422-0	ENSACAT00000051240
OG0007608	ENSACAT00000011885-0	ENSACAT00000011885
OG0007609	ENSACAT00000012124-0	ENSACAT00000012124
OG0007610	augTMR-ENSACAT00000012139-0	ENSACAT00000012139
OG0007611	augTM-ENSACAT00000007510-0	ENSACAT00000007510
OG0007613	ENSACAT00000010562-0	ENSACAT00000010562
OG0007615	ENSACAT00000023832-0	ENSACAT00000023832
OG0007618	augTM-ENSACAT00000008878-0	ENSACAT00000008878
OG0007620	augTMR-ENSACAT00000013038-0	ENSACAT00000013038
OG0007623	ENSACAT00000022372-0	ENSACAT00000022372
OG0007624	augTM-ENSACAT00000013213-1	ENSACAT00000013213
OG0007625	ENSACAT00000013235-0	ENSACAT00000013235
OG0007626	ENSACAT00000006665-0	ENSACAT00000006665
OG0007627	augTMR-ENSACAT00000007032-0	ENSACAT00000007032
OG0007628	augTM-ENSACAT00000001699-0	ENSACAT00000001699
OG0007629	augTM-ENSACAT00000002028-0	ENSACAT00000002028
OG0007630	ENSACAT00000002039-0	ENSACAT00000002039
OG0007633	ENSACAT00000002965-0	ENSACAT00000002965
OG0007634	ENSACAT00000003201-1	ENSACAT00000003201
OG0007635	augTM-ENSACAT00000030298-0	ENSACAT00000052880
OG0007636	augTM-ENSACAT00000007070-0	ENSACAT00000007070
OG0007637	augTM-ENSACAT00000006009-0	ENSACAT00000006009
OG0007638	augTM-ENSACAT00000005963-0	ENSACAT00000005963
OG0007639	augTMR-ENSACAT00000005921-0	ENSACAT00000045058
OG0007640	augTM-ENSACAT00000005862-0	ENSACAT00000005862
OG0007642	augTM-ENSACAT00000003585-0	ENSACAT00000003585
OG0007643	ENSACAT00000003476-0	ENSACAT00000003476
OG0007645	ENSACAT00000002631-0	ENSACAT00000041900
OG0007646	ENSACAT00000002229-0	ENSACAT00000050141
OG0007647	augTM-ENSACAT00000002204-0	ENSACAT00000002204
OG0007648	ENSACAT00000002012-0	ENSACAT00000042838
OG0007649	ENSACAT00000001910-0	ENSACAT00000001910
OG0007650	augTM-ENSACAT00000013383-0	ENSACAT00000013383
OG0007651	ENSACAT00000005095-0	ENSACAT00000005095
OG0007653	augTM-ENSACAT00000016585-0	ENSACAT00000016585
OG0007654	ENSACAT00000016639-0	ENSACAT00000016639
OG0007655	augTM-ENSACAT00000016650-0	ENSACAT00000016650
OG0007656	augTM-ENSACAT00000016911-0	ENSACAT00000016911
OG0007657	augTM-ENSACAT00000016927-0	ENSACAT00000016927
OG0007658	augTM-ENSACAT00000017062-0	ENSACAT00000017062
OG0007659	augTM-ENSACAT00000015622-0	ENSACAT00000015622
OG0007660	ENSACAT00000015642-0	ENSACAT00000053286
OG0007661	augCGP-4950.t1	ENSACAT00000049002
OG0007662	augTM-ENSACAT00000015703-1	ENSACAT00000015703
OG0007663	augTM-ENSACAT00000015729-0	ENSACAT00000015729
OG0007664	augTM-ENSACAT00000015813-0	ENSACAT00000015813
OG0007665	augTM-ENSACAT00000027076-0	ENSACAT00000027076
OG0007666	ENSACAT00000002832-0	ENSACAT00000002832
OG0007667	ENSACAT00000002977-0	ENSACAT00000002977
OG0007668	augTM-ENSACAT00000012450-0	ENSACAT00000051402
OG0007669	ENSACAT00000003788-1	ENSACAT00000003788
OG0007670	ENSACAT00000003874-0	ENSACAT00000003874
OG0007672	augTM-ENSACAT00000011300-0	ENSACAT00000011300
OG0007673	ENSACAT00000011726-0	ENSACAT00000011726
OG0007674	augTMR-ENSACAT00000011952-1	ENSACAT00000011952
OG0007675	augTM-ENSACAT00000012618-0	ENSACAT00000012618
OG0007676	ENSACAT00000012677-0	ENSACAT00000012677
OG0007677	augTM-ENSACAT00000012756-0	ENSACAT00000012756
OG0007680	augTM-ENSACAT00000013700-0	ENSACAT00000013700
OG0007681	augTM-ENSACAT00000013813-0	ENSACAT00000013813
OG0007682	augTM-ENSACAT00000026370-0	ENSACAT00000026370
OG0007683	augTM-ENSACAT00000010642-0	ENSACAT00000010642
OG0007685	augTM-ENSACAT00000010623-0	ENSACAT00000010623
OG0007687	augTMR-ENSACAT00000010048-0	ENSACAT00000010048
OG0007689	augTM-ENSACAT00000006467-0	ENSACAT00000006467
OG0007690	augTM-ENSACAT00000012484-0	ENSACAT00000012484, ENSACAT00000050672
OG0007691	augTM-ENSACAT00000012766-0	ENSACAT00000012766
OG0007692	ENSACAT00000012848-0	ENSACAT00000012848
OG0007693	ENSACAT00000013004-0	ENSACAT00000013004
OG0007694	ENSACAT00000013288-1	ENSACAT00000013288
OG0007695	augTM-ENSACAT00000013355-0	ENSACAT00000013355
OG0007697	ENSACAT00000007784-0	ENSACAT00000007784
OG0007698	augTM-ENSACAT00000007838-1	ENSACAT00000007838
OG0007699	ENSACAT00000009752-0	ENSACAT00000009752
OG0007700	augTMR-ENSACAT00000009960-0	ENSACAT00000009960
OG0007701	augTM-ENSACAT00000005181-0	ENSACAT00000005181
OG0007702	augTMR-ENSACAT00000005203-0	ENSACAT00000005203
OG0007707	ENSACAT00000006775-1	ENSACAT00000006775
OG0007710	ENSACAT00000006865-0	ENSACAT00000006865
OG0007711	augTMR-ENSACAT00000012162-0	ENSACAT00000037802
OG0007712	augTMR-ENSACAT00000012158-2	ENSACAT00000012158
OG0007713	ENSACAT00000002187-0	ENSACAT00000002187
OG0007714	ENSACAT00000002200-0	ENSACAT00000002200
OG0007715	augTM-ENSACAT00000014199-0	ENSACAT00000014199
OG0007717	augTM-ENSACAT00000010635-0	ENSACAT00000058888
OG0007718	augTM-ENSACAT00000010958-0	ENSACAT00000010958
OG0007719	augTMR-ENSACAT00000010984-0	ENSACAT00000010984
OG0007720	augTM-ENSACAT00000011075-2	ENSACAT00000039762
OG0007721	ENSACAT00000011085-0	ENSACAT00000011085
OG0007722	augTM-ENSACAT00000011203-0	ENSACAT00000011203
OG0007723	augTMR-ENSACAT00000011405-0	ENSACAT00000011405
OG0007725	ENSACAT00000003100-0	ENSACAT00000003100
OG0007728	augTM-ENSACAT00000007053-0	ENSACAT00000007053
OG0007729	augTM-ENSACAT00000007495-0	ENSACAT00000007495
OG0007730	augTMR-ENSACAT00000007501-0	ENSACAT00000007501
OG0007731	ENSACAT00000007817-0	ENSACAT00000007817
OG0007732	augTM-ENSACAT00000007836-0	ENSACAT00000007836
OG0007734	augTM-ENSACAT00000008513-0	ENSACAT00000041302
OG0007735	augTM-ENSACAT00000030131-0	ENSACAT00000030131
OG0007736	ENSACAT00000009032-0	ENSACAT00000009032
OG0007737	augTM-ENSACAT00000009172-0	ENSACAT00000009172
OG0007738	ENSACAT00000009358-0	ENSACAT00000009358
OG0007739	augTM-ENSACAT00000005624-1	ENSACAT00000045445
OG0007743	augTM-ENSACAT00000016521-0	ENSACAT00000016521
OG0007744	ENSACAT00000016191-0	ENSACAT00000016191
OG0007745	ENSACAT00000029535-0	ENSACAT00000029535
OG0007746	augTM-ENSACAT00000016119-1	ENSACAT00000016119
OG0007747	augTM-ENSACAT00000015978-1	ENSACAT00000015978
OG0007748	ENSACAT00000015954-0	ENSACAT00000015954
OG0007749	ENSACAT00000015943-0	ENSACAT00000015943
OG0007751	ENSACAT00000015882-0	ENSACAT00000015882
OG0007752	augTM-ENSACAT00000015742-0	ENSACAT00000015742
OG0007753	ENSACAT00000015673-0	ENSACAT00000015673
OG0007754	ENSACAT00000015579-0	ENSACAT00000015579
OG0007755	augTM-ENSACAT00000015546-0	ENSACAT00000015546
OG0007756	augTM-ENSACAT00000015533-0	ENSACAT00000015533
OG0007757	augTM-ENSACAT00000015488-0	ENSACAT00000015488
OG0007760	augTMR-ENSACAT00000013135-0	ENSACAT00000013135
OG0007761	augTM-ENSACAT00000030224-0	ENSACAT00000030224
OG0007762	ENSACAT00000013307-0	ENSACAT00000013307
OG0007764	augTMR-ENSACAT00000014020-0	ENSACAT00000014020
OG0007765	augTM-ENSACAT00000014180-0	ENSACAT00000014180
OG0007766	ENSACAT00000014749-0	ENSACAT00000046040
OG0007767	ENSACAT00000013054-0	ENSACAT00000013054
OG0007768	ENSACAT00000026617-0	ENSACAT00000026617
OG0007769	augTM-ENSACAT00000013216-0	ENSACAT00000042829
OG0007770	ENSACAT00000013271-0	ENSACAT00000013271
OG0007771	augTM-ENSACAT00000013622-1	ENSACAT00000041120
OG0007772	augTM-ENSACAT00000022037-0	ENSACAT00000022037
OG0007773	ENSACAT00000012893-0	ENSACAT00000012893
OG0007774	augTMR-ENSACAT00000012876-0	ENSACAT00000012876
OG0007775	augTM-ENSACAT00000012795-0	ENSACAT00000012795
OG0007776	augTM-ENSACAT00000012575-0	ENSACAT00000012575
OG0007779	augTM-ENSACAT00000011771-0	ENSACAT00000011771
OG0007780	augTMR-ENSACAT00000030430-0	ENSACAT00000030430
OG0007781	ENSACAT00000014038-0	ENSACAT00000014038
OG0007782	ENSACAT00000013515-0	ENSACAT00000056017
OG0007783	augTMR-ENSACAT00000013484-0	ENSACAT00000013484
OG0007784	ENSACAT00000013411-2	ENSACAT00000013411
OG0007785	augTM-ENSACAT00000013399-0	ENSACAT00000013399
OG0007786	augTM-ENSACAT00000013308-0	ENSACAT00000013308
OG0007787	augTM-ENSACAT00000025314-0	ENSACAT00000025314
OG0007789	augTM-ENSACAT00000007824-1	ENSACAT00000007824
OG0007790	ENSACAT00000007811-0	ENSACAT00000007811
OG0007792	ENSACAT00000002665-0	ENSACAT00000002665
OG0007793	ENSACAT00000000895-0	ENSACAT00000000895
OG0007794	ENSACAT00000003078-0	ENSACAT00000003078
OG0007796	augTMR-ENSACAT00000002869-0	ENSACAT00000002869
OG0007797	augTM-ENSACAT00000002844-0	ENSACAT00000056989
OG0007799	ENSACAT00000002687-0	ENSACAT00000002687
OG0007800	augTM-ENSACAT00000001678-0	ENSACAT00000001678
OG0007801	augTM-ENSACAT00000001669-0	ENSACAT00000001669
OG0007802	ENSACAT00000000757-0	ENSACAT00000000757
OG0007803	ENSACAT00000000404-1	ENSACAT00000000404
OG0007804	augTMR-ENSACAT00000003798-0	ENSACAT00000003798
OG0007805	ENSACAT00000010139-0	ENSACAT00000010139
OG0007806	augTM-ENSACAT00000009314-0	ENSACAT00000009314
OG0007807	augTM-ENSACAT00000009414-1	ENSACAT00000009414
OG0007808	augTM-ENSACAT00000009369-0	ENSACAT00000009369
OG0007809	augTMR-ENSACAT00000009241-0	ENSACAT00000009241
OG0007810	augTM-ENSACAT00000007482-0	ENSACAT00000007482
OG0007811	augTMR-ENSACAT00000007322-0	ENSACAT00000007322
OG0007813	augTM-ENSACAT00000017713-1	ENSACAT00000041952
OG0007814	augTM-ENSACAT00000017673-0	ENSACAT00000046307
OG0007815	ENSACAT00000017670-0	ENSACAT00000017670
OG0007818	augTM-ENSACAT00000017571-0	ENSACAT00000041675
OG0007819	ENSACAT00000030883-0	ENSACAT00000030883
OG0007820	augTM-ENSACAT00000017530-0	ENSACAT00000017530
OG0007822	augTM-ENSACAT00000014191-0	ENSACAT00000014191
OG0007824	ENSACAT00000008062-0	ENSACAT00000008062
OG0007825	augTM-ENSACAT00000008083-0	ENSACAT00000038065
OG0007826	augTM-ENSACAT00000008133-0	ENSACAT00000008133
OG0007827	ENSACAT00000008184-0	ENSACAT00000008184
OG0007828	augTM-ENSACAT00000008221-0	ENSACAT00000008221
OG0007829	augTMR-ENSACAT00000008417-0	ENSACAT00000008417
OG0007830	augTM-ENSACAT00000008526-0	ENSACAT00000008526
OG0007832	augTMR-ENSACAT00000008654-1	ENSACAT00000008654
OG0007834	augTM-ENSACAT00000009059-1	ENSACAT00000009059
OG0007835	ENSACAT00000009074-0	ENSACAT00000037871
OG0007836	augTMR-ENSACAT00000009173-0	ENSACAT00000009173
OG0007839	ENSACAT00000009392-0	ENSACAT00000009392, ENSACAT00000050486
OG0007840	ENSACAT00000009417-0	ENSACAT00000009417
OG0007842	augTM-ENSACAT00000009553-0	ENSACAT00000058241
OG0007843	augTM-ENSACAT00000009692-0	ENSACAT00000009692
OG0007844	augTM-ENSACAT00000009804-0	ENSACAT00000009804
OG0007846	augTMR-ENSACAT00000013146-0	ENSACAT00000013146
OG0007847	ENSACAT00000009206-0	ENSACAT00000009206
OG0007850	augTM-ENSACAT00000007446-0	ENSACAT00000007446
OG0007851	ENSACAT00000002239-0	ENSACAT00000002239
OG0007852	augTM-ENSACAT00000029730-0	ENSACAT00000029730
OG0007853	ENSACAT00000011565-0	ENSACAT00000011565
OG0007854	ENSACAT00000011608-0	ENSACAT00000050249
OG0007856	augTM-ENSACAT00000012371-0	ENSACAT00000052871
OG0007857	augTMR-ENSACAT00000012581-0	ENSACAT00000012581
OG0007858	augTM-ENSACAT00000012776-0	ENSACAT00000012776
OG0007859	augTM-ENSACAT00000013239-0	ENSACAT00000013239
OG0007860	augTMR-ENSACAT00000013525-0	ENSACAT00000013525
OG0007861	augTM-ENSACAT00000013677-0	ENSACAT00000013677
OG0007862	ENSACAT00000013714-0	ENSACAT00000013714
OG0007863	augCGP-3038.t1	ENSACAT00000056940
OG0007864	augTM-ENSACAT00000013858-0	ENSACAT00000013858
OG0007865	augTMR-ENSACAT00000014240-0	ENSACAT00000014240
OG0007868	augTM-ENSACAT00000013872-0	ENSACAT00000013872
OG0007869	ENSACAT00000013768-0	ENSACAT00000013768
OG0007870	augTM-ENSACAT00000013574-0	ENSACAT00000045525
OG0007871	augTM-ENSACAT00000013543-0	ENSACAT00000050100, ENSACAT00000013543
OG0007872	ENSACAT00000013485-0	ENSACAT00000013485
OG0007873	augTM-ENSACAT00000013424-0	ENSACAT00000013424
OG0007874	augTM-ENSACAT00000013236-0	ENSACAT00000013236
OG0007875	augTM-ENSACAT00000013141-0	ENSACAT00000049381
OG0007876	augTM-ENSACAT00000013115-0	ENSACAT00000058621
OG0007877	augTM-ENSACAT00000013048-1	ENSACAT00000013048
OG0007879	augTM-ENSACAT00000000532-0	ENSACAT00000039105
OG0007880	ENSACAT00000012566-0	ENSACAT00000012566
OG0007881	augTMR-ENSACAT00000012180-0	ENSACAT00000012180
OG0007882	ENSACAT00000007845-0	ENSACAT00000058100, ENSACAT00000007845
OG0007883	augTM-ENSACAT00000022819-0	ENSACAT00000007613
OG0007886	augTM-ENSACAT00000016460-2	ENSACAT00000057722
OG0007887	augTMR-ENSACAT00000016618-1	ENSACAT00000016618
OG0007889	ENSACAT00000016784-0	ENSACAT00000016784
OG0007892	augTMR-ENSACAT00000016913-0	ENSACAT00000016913
OG0007893	augTM-ENSACAT00000016966-0	ENSACAT00000016966
OG0007894	augTM-ENSACAT00000017061-2	ENSACAT00000017061
OG0007896	augTM-ENSACAT00000017220-0	ENSACAT00000017220
OG0007897	ENSACAT00000017229-2	ENSACAT00000017229
OG0007898	ENSACAT00000017345-0	ENSACAT00000017345, ENSACAT00000053857
OG0007899	augTM-ENSACAT00000017461-0	ENSACAT00000036930
OG0007900	ENSACAT00000003777-0	ENSACAT00000003777
OG0007903	augTMR-ENSACAT00000003357-0	ENSACAT00000003357
OG0007904	ENSACAT00000003246-0	ENSACAT00000003246
OG0007905	augTM-ENSACAT00000003233-0	ENSACAT00000003233
OG0007906	augTM-ENSACAT00000025534-0	ENSACAT00000025534
OG0007908	augTM-ENSACAT00000002799-0	ENSACAT00000002799
OG0007910	ENSACAT00000002481-0	ENSACAT00000002481
OG0007911	augTM-ENSACAT00000016203-0	ENSACAT00000057997
OG0007912	augTMR-ENSACAT00000016183-0	ENSACAT00000016183
OG0007913	ENSACAT00000016157-0	ENSACAT00000043659
OG0007914	ENSACAT00000016098-0	ENSACAT00000058765
OG0007916	ENSACAT00000017932-0	ENSACAT00000017932, ENSACAT00000043014
OG0007918	augCGP-9383.t1	ENSACAT00000038953
OG0007922	ENSACAT00000017999-0	ENSACAT00000017999
OG0007924	ENSACAT00000018021-0	ENSACAT00000018021
OG0007925	ENSACAT00000018027-0	ENSACAT00000018027
OG0007927	ENSACAT00000007325-0	ENSACAT00000007325
OG0007928	augTM-ENSACAT00000007027-1	ENSACAT00000007027
OG0007929	augTM-ENSACAT00000006889-0	ENSACAT00000006889
OG0007932	augTM-ENSACAT00000006773-0	ENSACAT00000006773
OG0007933	ENSACAT00000006745-0	ENSACAT00000006745
OG0007935	ENSACAT00000006487-0	ENSACAT00000006487
OG0007936	ENSACAT00000006463-0	ENSACAT00000044971
OG0007937	augTM-ENSACAT00000006409-0	ENSACAT00000043477
OG0007938	augTM-ENSACAT00000006323-0	ENSACAT00000006323
OG0007939	augTM-ENSACAT00000006293-0	ENSACAT00000051587
OG0007940	augTMR-ENSACAT00000028002-0	ENSACAT00000044966
OG0007941	augTM-ENSACAT00000006142-0	ENSACAT00000006142
OG0007942	augTMR-ENSACAT00000004968-0	ENSACAT00000004968
OG0007944	augTM-ENSACAT00000005118-0	ENSACAT00000040057
OG0007946	augTM-ENSACAT00000026766-0	ENSACAT00000026766
OG0007948	ENSACAT00000004798-0	ENSACAT00000044852
OG0007949	ENSACAT00000004776-0	ENSACAT00000052768
OG0007950	ENSACAT00000004774-0	ENSACAT00000004774
OG0007951	augTM-ENSACAT00000004608-0	ENSACAT00000037422
OG0007952	augTM-ENSACAT00000004166-0	ENSACAT00000004166
OG0007953	augTM-ENSACAT00000004068-1	ENSACAT00000004068
OG0007954	ENSACAT00000003852-0	ENSACAT00000003852
OG0007955	augCGP-9508.t1	ENSACAT00000042428, ENSACAT00000024035
OG0007956	augTMR-ENSACAT00000029393-1	ENSACAT00000029393, ENSACAT00000054251
OG0007957	augTM-ENSACAT00000013317-0	ENSACAT00000046611
OG0007958	ENSACAT00000013404-0	ENSACAT00000013404, ENSACAT00000026018
OG0007960	augTM-ENSACAT00000014091-0	ENSACAT00000038450
OG0007961	ENSACAT00000014123-0	ENSACAT00000014123
OG0007962	augCGP-1143.t1	ENSACAT00000004430
OG0007963	ENSACAT00000006706-0	ENSACAT00000006706
OG0007964	ENSACAT00000006763-0	ENSACAT00000006763
OG0007965	augTM-ENSACAT00000006787-0	ENSACAT00000006787
OG0007966	augTM-ENSACAT00000007077-0	ENSACAT00000007077, ENSACAT00000042283
OG0007967	ENSACAT00000007125-0	ENSACAT00000007125
OG0007968	ENSACAT00000007341-0	ENSACAT00000007341
OG0007969	augTM-ENSACAT00000007534-0	ENSACAT00000007534
OG0007970	ENSACAT00000007640-0	ENSACAT00000007640
OG0007972	augTMR-ENSACAT00000008012-0	ENSACAT00000008012
OG0007973	ENSACAT00000008020-0	ENSACAT00000008020
OG0007974	augTM-ENSACAT00000008041-0	ENSACAT00000039617
OG0007975	ENSACAT00000008061-0	ENSACAT00000008061
OG0007976	augTM-ENSACAT00000008074-0	ENSACAT00000053302
OG0007977	augTM-ENSACAT00000030063-0	ENSACAT00000044612
OG0007978	augTM-ENSACAT00000008151-2	ENSACAT00000008151
OG0007981	ENSACAT00000003769-0	ENSACAT00000003769
OG0007983	ENSACAT00000003126-0	ENSACAT00000003126
OG0007985	augTM-ENSACAT00000003001-0	ENSACAT00000003001
OG0007986	augTM-ENSACAT00000002851-0	ENSACAT00000002851
OG0007987	augTMR-ENSACAT00000004332-0	ENSACAT00000043022
OG0007988	augTM-ENSACAT00000011446-0	ENSACAT00000011446
OG0007989	augTMR-ENSACAT00000011347-0	ENSACAT00000011347
OG0007992	ENSACAT00000006012-0	ENSACAT00000006012
OG0007993	augTM-ENSACAT00000006255-1	ENSACAT00000006255
OG0007994	augTMR-ENSACAT00000006510-0	ENSACAT00000006510
OG0007996	augTM-ENSACAT00000005695-2	ENSACAT00000005695
OG0007997	augTM-ENSACAT00000012895-0	ENSACAT00000044120
OG0007998	ENSACAT00000013113-0	ENSACAT00000013113
OG0007999	augTM-ENSACAT00000013129-0	ENSACAT00000013129
OG0008000	ENSACAT00000029327-0	ENSACAT00000052065
OG0008001	ENSACAT00000013180-1	ENSACAT00000013180
OG0008002	augTM-ENSACAT00000013215-0	ENSACAT00000013215
OG0008004	ENSACAT00000016343-1	ENSACAT00000016343
OG0008007	ENSACAT00000014540-0	ENSACAT00000014540
OG0008008	ENSACAT00000014574-0	ENSACAT00000014574
OG0008010	ENSACAT00000014817-0	ENSACAT00000014817
OG0008011	augTM-ENSACAT00000010316-0	ENSACAT00000010316
OG0008012	ENSACAT00000010255-0	ENSACAT00000010255
OG0008013	augTM-ENSACAT00000009984-0	ENSACAT00000009984
OG0008014	augTM-ENSACAT00000009907-1	ENSACAT00000009907
OG0008015	augTMR-ENSACAT00000009039-0	ENSACAT00000009039
OG0008016	augTM-ENSACAT00000008821-1	ENSACAT00000008821
OG0008017	ENSACAT00000008688-0	ENSACAT00000048399
OG0008020	augTM-ENSACAT00000008630-0	ENSACAT00000054097
OG0008021	augTM-ENSACAT00000008077-0	ENSACAT00000008077
OG0008023	ENSACAT00000017734-0	ENSACAT00000017734
OG0008024	ENSACAT00000017771-0	ENSACAT00000017771
OG0008025	augTM-ENSACAT00000016358-0	ENSACAT00000016358
OG0008026	ENSACAT00000016412-1	ENSACAT00000016412
OG0008028	ENSACAT00000009171-0	ENSACAT00000009171
OG0008029	augCGP-5913.t1	ENSACAT00000009259
OG0008030	augTM-ENSACAT00000009943-0, ENSACAT00000025129-0	ENSACAT00000009943
OG0008031	ENSACAT00000010412-0	ENSACAT00000010412
OG0008032	ENSACAT00000015825-1	ENSACAT00000046153
OG0008034	augTM-ENSACAT00000015381-0	ENSACAT00000015381
OG0008037	augTM-ENSACAT00000005068-4	ENSACAT00000005068
OG0008039	augTM-ENSACAT00000004587-2	ENSACAT00000004587
OG0008040	augTMR-ENSACAT00000028244-0	ENSACAT00000028244
OG0008041	augTM-ENSACAT00000014942-0	ENSACAT00000014942
OG0008042	ENSACAT00000014771-0	ENSACAT00000014771
OG0008043	augTM-ENSACAT00000004835-0	ENSACAT00000054521
OG0008044	augTM-ENSACAT00000004894-0	ENSACAT00000004894
OG0008045	ENSACAT00000016848-0	ENSACAT00000016848
OG0008046	augTMR-ENSACAT00000016865-0	ENSACAT00000016865
OG0008047	ENSACAT00000016901-1	ENSACAT00000016901
OG0008048	augTMR-ENSACAT00000030837-0	ENSACAT00000038425
OG0008050	augTM-ENSACAT00000016972-0	ENSACAT00000016972
OG0008051	augTMR-ENSACAT00000017041-0	ENSACAT00000017041
OG0008052	augTM-ENSACAT00000009847-1	ENSACAT00000009847
OG0008053	ENSACAT00000010112-0	ENSACAT00000010112
OG0008056	augTM-ENSACAT00000001255-0	ENSACAT00000001255, ENSACAT00000057807
OG0008058	augTM-ENSACAT00000000483-0	ENSACAT00000000483
OG0008059	ENSACAT00000000464-0	ENSACAT00000000464
OG0008060	augTM-ENSACAT00000000238-0	ENSACAT00000000238
OG0008061	ENSACAT00000000231-0	ENSACAT00000000231
OG0008062	ENSACAT00000001771-0	ENSACAT00000001771
OG0008063	augTM-ENSACAT00000002042-0	ENSACAT00000002042
OG0008064	ENSACAT00000002211-1	ENSACAT00000002211
OG0008065	augTM-ENSACAT00000011837-0	ENSACAT00000011837
OG0008066	ENSACAT00000011946-1	ENSACAT00000011946
OG0008067	augTM-ENSACAT00000012202-0	ENSACAT00000012202
OG0008068	augTMR-ENSACAT00000014740-1	ENSACAT00000014740
OG0008069	ENSACAT00000030007-0	ENSACAT00000030007
OG0008070	ENSACAT00000014050-0	ENSACAT00000014050
OG0008071	ENSACAT00000015859-0	ENSACAT00000015859
OG0008072	ENSACAT00000015723-0	ENSACAT00000015723
OG0008073	augTM-ENSACAT00000015720-0	ENSACAT00000015720
OG0008074	augTM-ENSACAT00000026666-0	ENSACAT00000026666
OG0008075	augTM-ENSACAT00000015697-0	ENSACAT00000015697
OG0008077	ENSACAT00000015624-0	ENSACAT00000015624
OG0008078	ENSACAT00000011718-0	ENSACAT00000011718
OG0008079	augTMR-ENSACAT00000012160-0	ENSACAT00000012160
OG0008080	ENSACAT00000001314-0	ENSACAT00000001314
OG0008081	ENSACAT00000002399-1	ENSACAT00000002399
OG0008082	augTM-ENSACAT00000002675-0	ENSACAT00000042739
OG0008084	augTMR-ENSACAT00000015172-0	ENSACAT00000015172
OG0008085	augTM-ENSACAT00000005394-0	ENSACAT00000005394
OG0008086	augTM-ENSACAT00000005243-3	ENSACAT00000049364
OG0008087	augTM-ENSACAT00000009915-0	ENSACAT00000009915
OG0008089	augTM-ENSACAT00000009983-0	ENSACAT00000009983
OG0008090	augTM-ENSACAT00000010127-0	ENSACAT00000058631
OG0008091	augTM-ENSACAT00000010432-0	ENSACAT00000010432
OG0008092	augTM-ENSACAT00000009465-0	ENSACAT00000009465
OG0008094	augTMR-ENSACAT00000010175-0	ENSACAT00000010175
OG0008096	augTM-ENSACAT00000011002-0	ENSACAT00000052862
OG0008098	ENSACAT00000004263-0	ENSACAT00000004263
OG0008099	augTM-ENSACAT00000004136-0	ENSACAT00000004136
OG0008100	augTM-ENSACAT00000004024-0	ENSACAT00000047611
OG0008102	augTM-ENSACAT00000003833-0	ENSACAT00000003833
OG0008104	augTM-ENSACAT00000003293-0	ENSACAT00000003293
OG0008105	ENSACAT00000002921-0	ENSACAT00000002921
OG0008106	augTMR-ENSACAT00000010360-0	ENSACAT00000010360
OG0008107	augTM-ENSACAT00000010052-1	ENSACAT00000010052
OG0008108	ENSACAT00000009852-0	ENSACAT00000009852
OG0008109	augTMR-ENSACAT00000009842-1	ENSACAT00000009842
OG0008110	ENSACAT00000012375-0	ENSACAT00000012375
OG0008111	augTM-ENSACAT00000030409-1	ENSACAT00000048216
OG0008112	augTM-ENSACAT00000021113-0	ENSACAT00000021113
OG0008113	ENSACAT00000012297-0	ENSACAT00000054563
OG0008114	augTM-ENSACAT00000011980-0	ENSACAT00000046610
OG0008115	ENSACAT00000017954-0	ENSACAT00000044220
OG0008118	augTM-ENSACAT00000017940-0	ENSACAT00000017940
OG0008120	ENSACAT00000026764-0	ENSACAT00000026764
OG0008121	augTM-ENSACAT00000017929-1	ENSACAT00000017929
OG0008122	augTM-ENSACAT00000017923-0	ENSACAT00000017923
OG0008123	augTM-ENSACAT00000017919-0	ENSACAT00000017919
OG0008124	ENSACAT00000009650-0	ENSACAT00000009650
OG0008125	ENSACAT00000029128-0	ENSACAT00000001389
OG0008126	augTM-ENSACAT00000001684-0	ENSACAT00000001684
OG0008127	augTM-ENSACAT00000004084-0	ENSACAT00000004084
OG0008128	ENSACAT00000004421-0	ENSACAT00000004421
OG0008129	ENSACAT00000004830-0	ENSACAT00000004830
OG0008130	augTM-ENSACAT00000004858-2	ENSACAT00000004858
OG0008132	augTM-ENSACAT00000003059-0	ENSACAT00000037799
OG0008133	augTM-ENSACAT00000008887-0	ENSACAT00000049794
OG0008135	ENSACAT00000021096-0	ENSACAT00000021096
OG0008136	ENSACAT00000008687-0	ENSACAT00000008687
OG0008137	augTM-ENSACAT00000008622-0	ENSACAT00000008622
OG0008138	augCGP-7355.t1	ENSACAT00000033988
OG0008140	ENSACAT00000000997-0	ENSACAT00000000997
OG0008141	augTMR-ENSACAT00000029381-1	ENSACAT00000058471
OG0008142	augTM-ENSACAT00000030107-0	ENSACAT00000030107
OG0008143	augTMR-ENSACAT00000006266-0	ENSACAT00000006266
